CompositeCompositeID,TotalDDT,TotalDDT.lipid,Lipid,CompositeCommonName,Year,MDL.mean,MDL.min,CompositeTissuePrep,NumberFishPerComp,CompositeTissueName,WeightAvg.g,TLMin.mm,TLMax.mm,TLAvgLength.mm,SexSummary,Program,CompositeStationArea,Region
99-1466-t,113.95,43.894453,2.596,yellowfin croaker,1999,3.333333333,2,Skin off,5,fillet,193.1999969,231,299,263,"Unk (0), M (0), F (0)",CoastalFishCont,Long Beach,Central
99-1467-t,15.8,24.06335669,0.6566,barred surfperch,1999,2.8,2,Skin off,10,fillet,38.74200058,133,144,137.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
99-1468-t,121.42,39.61500816,3.065,shiner surfperch,1999,3,2,Skin on,10,fillet,16.27300072,109,121,114.9000015,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
99-1495-t,2.98,7.412935323,0.402,diamond turbot,1999,2.8,2,Skin on,5,fillet,180.6000061,231,254,238.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,La Jolla to San Onofre,South
99-1497-t-Comp1,6.47,8.592297477,0.753,white croaker,1999,2.8,2,Skin off,5,fillet,37.56000137,176,183,179.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,La Jolla to San Onofre,South
99-1497-t-Comp2,13.1,10.82644628,1.21,white croaker,1999,2.8,2,Skin on,5,fillet,42.81999969,169,181,174.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,La Jolla to San Onofre,South
99-1498-t-Comp1,4.36,3.726495726,1.17,white croaker,1999,2.8,2,Skin on,5,fillet,22.52000046,125,147,131.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Loma to La Jolla,South
99-1498-t-Comp2,3.72,3.815384615,0.975,white croaker,1999,2.8,2,Skin off,5,fillet,22.45999908,123,139,127.5999985,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Loma to La Jolla,South
99-1499-t,0,0,0.572,california corbina,1999,2.666666667,2,Skin off,3,fillet,99.73332977,185,255,225,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Loma to La Jolla,South
99-1758-t,17.8,15.22668948,1.169,barred surfperch,1999,2.8,2,Skin off,10,fillet,45.2159996,131,157,143,"Unk (0), M (0), F (0)",CoastalFishCont,Middle Santa Monica Bay,Central
99-1759-t,13.7,9.213180901,1.487,blue rockfish,1999,2.8,2,Skin off,5,fillet,582.4000244,283,368,326.2000122,"Unk (0), M (0), F (0)",CoastalFishCont,Northern Channel Islands,Islands
99-1760-t,18,20.10050251,0.8955,rosy rockfish,1999,2.8,2,Skin off,5,fillet,183.6000061,209,238,224,"Unk (0), M (0), F (0)",CoastalFishCont,Northern Channel Islands,Islands
99-1791-t,0,0,0.337,spotted sand bass,1999,2.666666667,2,Skin off,5,fillet,414.7999878,309,335,320.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
99-1792-t,4.66,3.148648649,1.48,diamond turbot,1999,2.8,2,Skin on,5,fillet,156,205,239,223.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
99-1794-t,2.73,4.14893617,0.658,barred surfperch,1999,2.8,2,Skin off,5,fillet,36.15999985,122,139,133,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Loma to La Jolla,South
99-1989-t,176.45,34.45616091,5.121,queenfish,1999,3.333333333,2,Skin on,5,fillet,42.5,159,174,168,"Unk (0), M (0), F (0)",CoastalFishCont,Middle Santa Monica Bay,Central
99-1990-t,28.9,18.79063719,1.538,white croaker,1999,2.8,2,Skin off,5,fillet,41.02000046,142,184,158.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,Middle Santa Monica Bay,Central
99-1991-t,38.9,23.5472155,1.652,queenfish,1999,2.8,2,Skin on,5,fillet,46.84000015,169,186,175.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,Middle Santa Monica Bay,Central
99-1992-t,44.46,15.92977427,2.791,walleye surfperch,1999,3,2,Skin on,5,fillet,37.74000168,140,153,145.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,Middle Santa Monica Bay,Central
99-1993-t,40.2,34.625323,1.161,white croaker,1999,2.8,2,Skin off,5,fillet,57.34000015,172,179,175,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-1994-t,27.1,20.31484258,1.334,barred surfperch,1999,2.8,2,Skin off,10,fillet,51.48500061,143,162,153.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-1995-t,185.61,44.40430622,4.18,shiner surfperch,1999,3.333333333,2,Skin on,10,fillet,16.25099945,110,121,116.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-1996,89.68,53.63636364,1.672,white croaker,1999,3.333333333,2,Skin off,5,fillet,52.72000122,169,183,177.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-1998-t,18.4,17.35849057,1.06,barred surfperch,1999,2.8,2,Skin off,10,fillet,49.59999847,146,153,149.5,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-2525-t,27.2,38.79064461,0.7012,kelp bass,1999,2.8,2,Skin off,5,fillet,331.6000061,305,357,317.2000122,"Unk (0), M (0), F (0)",CoastalFishCont,Catalina Island,Islands
99-2526-t,0,0,0.4098,opaleye,1999,2.666666667,2,Skin off,5,fillet,412,278,320,297.7999878,"Unk (0), M (0), F (0)",CoastalFishCont,Catalina Island,Islands
99-2527-t,0,0,0.5234,halfmoon,1999,2.666666667,2,Skin off,5,fillet,277.7999878,248,296,277.2000122,"Unk (0), M (0), F (0)",CoastalFishCont,Catalina Island,Islands
BIOAACCUM2018Trends-Z1-HT-2,1118.1,1189.468085,0.94,hornyhead turbot,2018,0.44,0.33,NA,10,muscle,NA,151,199,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOAACCUM2018Trends-Z1-WC-1,2526.4,407.483871,6.2,white croaker,2018,0.44,0.33,NA,10,muscle,NA,174,188,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOAACCUM2018Trends-Z2-HT-2,710.9,710.9,1,hornyhead turbot,2018,0.44,0.33,NA,10,muscle,NA,150,193,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOAACCUM2018Trends-Z2-WC-1,1251.6,250.32,5,white croaker,2018,0.44,0.33,NA,10,muscle,NA,176,193,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOAACCUM2018Trends-Z3-HT-2,94.4,145.2307692,0.65,hornyhead turbot,2018,0.44,0.33,NA,10,muscle,NA,153,190,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOAACCUM2018Trends-Z3-WC-1,1377.5,306.1111111,4.5,white croaker,2018,0.44,0.33,NA,10,muscle,NA,183,200,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z1-BP-1,370,308.3333333,1.2,black perch,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z1-BSB-1,360,400,0.9,barred sand bass,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z1-CS-1,410,341.6666667,1.2,california scorpionfish,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z1-HT-1,1550,3100,0.5,hornyhead turbot,2006,NA,NA,NA,10,muscle,NA,152,195,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z1-KB-1,90,100,0.9,kelp bass,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z1-WC-1,3910,977.5,4,white croaker,2006,NA,NA,NA,10,muscle,NA,164,185,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z1-WC.SS-1,1760,765.2173913,2.3,white croaker,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z2-BP-1,530,294.4444444,1.8,black perch,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z2-BSB-1,210,233.3333333,0.9,barred sand bass,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z2-CS-1,220,169.2307692,1.3,california scorpionfish,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z2-HT-1,440,733.3333333,0.6,hornyhead turbot,2006,NA,NA,NA,10,muscle,NA,153,191,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z2-KB-1,70,43.75,1.6,kelp bass,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z2-WC-1,2760,766.6666667,3.6,white croaker,2006,NA,NA,NA,10,muscle,NA,165,197,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z2-WC.SS-1,1720,593.1034483,2.9,white croaker,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z3-BP-1,250,113.6363636,2.2,black perch,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z3-BSB-1,100,111.1111111,0.9,barred sand bass,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z3-CS-1,110,110,1,california scorpionfish,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z3-HT-1,200,333.3333333,0.6,hornyhead turbot,2006,NA,NA,NA,10,muscle,NA,150,185,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z3-KB-1,60,50,1.2,kelp bass,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z3-WC-1,1550,596.1538462,2.6,white croaker,2006,NA,NA,NA,10,muscle,NA,165,197,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2006-Z3-WC.SS-1,1620,952.9411765,1.7,white croaker,2006,NA,NA,NA,10,muscle,NA,NA,NA,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2007-Z1-HT-1,1410,1762.5,0.8,hornyhead turbot,2007,NA,NA,NA,10,muscle,NA,151,184,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2007-Z1-WC-1,7240,1366.037736,5.3,white croaker,2007,NA,NA,NA,10,muscle,NA,170,193,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2007-Z2-HT-1,970,1385.714286,0.7,hornyhead turbot,2007,NA,NA,NA,10,muscle,NA,150,173,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2007-Z2-WC-1,3470,619.6428571,5.6,white croaker,2007,NA,NA,NA,10,muscle,NA,172,200,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2007-Z3-HT-1,80,133.3333333,0.6,hornyhead turbot,2007,NA,NA,NA,10,muscle,NA,153,180,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2007-Z3-WC-1,2230,602.7027027,3.7,white croaker,2007,NA,NA,NA,10,muscle,NA,171,198,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z1-BP-1,190,211.1111111,0.9,black perch,2008,NA,NA,NA,10,muscle,NA,184,214,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z1-BSB-1,170,212.5,0.8,barred sand bass,2008,NA,NA,NA,10,muscle,NA,250,308,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z1-CS-1,730,521.4285714,1.4,california scorpionfish,2008,NA,NA,NA,10,muscle,NA,218,275,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z1-HT-1,3350,5583.333333,0.6,hornyhead turbot,2008,NA,NA,NA,10,muscle,NA,150,196,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z1-KB-1,120,85.71428571,1.4,kelp bass,2008,NA,NA,NA,10,muscle,NA,241,311,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z1-WC-1,4930,1232.5,4,white croaker,2008,NA,NA,NA,10,muscle,NA,168,209,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z1-WC.SS-1,3330,1074.193548,3.1,white croaker,2008,NA,NA,NA,10,muscle,NA,168,209,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z2-BP-1,450,166.6666667,2.7,black perch,2008,NA,NA,NA,10,muscle,NA,184,214,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z2-BSB-1,170,170,1,barred sand bass,2008,NA,NA,NA,10,muscle,NA,250,308,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z2-CS-1,430,307.1428571,1.4,california scorpionfish,2008,NA,NA,NA,10,muscle,NA,218,275,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z2-HT-1,630,900,0.7,hornyhead turbot,2008,NA,NA,NA,10,muscle,NA,150,196,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z2-KB-1,90,75,1.2,kelp bass,2008,NA,NA,NA,10,muscle,NA,241,311,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z2-WC-1,2920,679.0697674,4.3,white croaker,2008,NA,NA,NA,10,muscle,NA,170,203,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z2-WC.SS-1,1920,619.3548387,3.1,white croaker,2008,NA,NA,NA,10,muscle,NA,168,209,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z3-BP-1,220,200,1.1,black perch,2008,NA,NA,NA,10,muscle,NA,184,214,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z3-BSB-1,80,88.88888889,0.9,barred sand bass,2008,NA,NA,NA,10,muscle,NA,250,308,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z3-CS-1,150,107.1428571,1.4,california scorpionfish,2008,NA,NA,NA,10,muscle,NA,218,275,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z3-HT-1,170,242.8571429,0.7,hornyhead turbot,2008,NA,NA,NA,10,muscle,NA,150,185,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z3-KB-1,110,78.57142857,1.4,kelp bass,2008,NA,NA,NA,10,muscle,NA,241,311,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z3-WC-1,1370,526.9230769,2.6,white croaker,2008,NA,NA,NA,10,muscle,NA,169,211,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2008-Z3-WC.SS-1,880,440,2,white croaker,2008,NA,NA,NA,10,muscle,NA,168,209,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2009-Z1-HT-2,5050,5050,1,hornyhead turbot,2009,NA,NA,NA,10,muscle,NA,146,186,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2009-Z1-WC-1,6990,1889.189189,3.7,white croaker,2009,NA,NA,NA,10,muscle,NA,169,189,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2009-Z2-HT-2,920,1150,0.8,hornyhead turbot,2009,NA,NA,NA,10,muscle,NA,147,183,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2009-Z2-WC-1,2490,778.125,3.2,white croaker,2009,NA,NA,NA,10,muscle,NA,170,187,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2009-Z3-HT-2,80,114.2857143,0.7,hornyhead turbot,2009,NA,NA,NA,10,muscle,NA,150,196,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2009-Z3-WC-1,1470,490,3,white croaker,2009,NA,NA,NA,10,muscle,NA,170,185,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z1-BP-1,120,100,1.2,black perch,2010,NA,NA,NA,10,muscle,NA,182,219,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z1-BSB-1,210,225.8064516,0.93,barred sand bass,2010,NA,NA,NA,10,muscle,NA,243,284,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z1-KB-1,120,120,1,kelp bass,2010,NA,NA,NA,10,muscle,NA,247,310,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z1-VR-1,140,70,2,vermilion rockfish,2010,NA,NA,NA,10,muscle,NA,182,226,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z1-WC.SS-1,1857.2,476.2051282,3.9,white croaker,2010,NA,NA,NA,10,muscle,NA,172,205,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z2-BP-1,110,110,1,black perch,2010,NA,NA,NA,10,muscle,NA,181,232,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z2-BSB-1,260,152.9411765,1.7,barred sand bass,2010,NA,NA,NA,10,muscle,NA,245,318,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z2-KB-1,59,42.14285714,1.4,kelp bass,2010,NA,NA,NA,10,muscle,NA,233,304,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z2-VR-1,174,69.6,2.5,vermilion rockfish,2010,NA,NA,NA,10,muscle,NA,203,215,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z2-WC.SS-1,752.9,289.5769231,2.6,white croaker,2010,NA,NA,NA,10,muscle,NA,172,205,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z3-BP-1,70,58.33333333,1.2,black perch,2010,NA,NA,NA,10,muscle,NA,180,214,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z3-BSB-1,70,72.16494845,0.97,barred sand bass,2010,NA,NA,NA,10,muscle,NA,250,298,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z3-KB-1,70,58.33333333,1.2,kelp bass,2010,NA,NA,NA,10,muscle,NA,244,315,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z3-VR-1,97.1,53.94444444,1.8,vermilion rockfish,2010,NA,NA,NA,10,muscle,NA,167,212,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Seafood-Z3-WC.SS-1,1085.4,402,2.7,white croaker,2010,NA,NA,NA,10,muscle,NA,184,203,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2010Trends-Z1-HT-1,3371.7,4816.714286,0.7,hornyhead turbot,2010,NA,NA,NA,10,muscle,NA,153,195,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2010Trends-Z1-WC-1,3651.1,608.5166667,6,white croaker,2010,NA,NA,NA,10,muscle,NA,172,205,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2010Trends-Z2-HT-1,961.2,1117.674419,0.86,hornyhead turbot,2010,NA,NA,NA,10,muscle,NA,160,199,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2010Trends-Z2-WC-1,1612.8,288,5.6,white croaker,2010,NA,NA,NA,10,muscle,NA,172,205,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2010Trends-Z3-HT-2,157,193.8271605,0.81,hornyhead turbot,2010,NA,NA,NA,10,muscle,NA,164,194,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2010Trends-Z3-WC-1,1621.7,245.7121212,6.6,white croaker,2010,NA,NA,NA,10,muscle,NA,184,203,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2011Trends-Z1-HT-2,4631.3,4725.816327,0.98,hornyhead turbot,2011,NA,NA,NA,10,muscle,NA,154,190,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2011Trends-Z1-WC-1,4549.5,842.5,5.4,white croaker,2011,NA,NA,NA,10,muscle,NA,183,204,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2011Trends-Z2-HT-2,996.3,1006.363636,0.99,hornyhead turbot,2011,NA,NA,NA,10,muscle,NA,151,199,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2011Trends-Z2-WC-1,2048.3,476.3488372,4.3,white croaker,2011,NA,NA,NA,10,muscle,NA,176,213,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2011Trends-Z3-HT-2,304.6,371.4634146,0.82,hornyhead turbot,2011,NA,NA,NA,10,muscle,NA,152,187,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2011Trends-Z3-WC-1,1558.5,577.2222222,2.7,white croaker,2011,NA,NA,NA,10,muscle,NA,178,203,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z1-BP-1,145,172.6190476,0.84,black perch,2012,NA,NA,NA,10,muscle,NA,191,230,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z1-BSB-1,127,130.9278351,0.97,barred sand bass,2012,NA,NA,NA,10,muscle,NA,255,320,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z1-KB-1,87.2,58.13333333,1.5,kelp bass,2012,NA,NA,NA,10,muscle,NA,244,282,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z1-VR-1,79.7,53.13333333,1.5,vermilion rockfish,2012,NA,NA,NA,10,muscle,NA,212,273,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z1-WC.SS-1,2170.2,775.0714286,2.8,white croaker,2012,NA,NA,NA,10,muscle,NA,172,191,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z2-BP-1,49.8,49.8,1,black perch,2012,NA,NA,NA,10,muscle,NA,185,212,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z2-BSB-1,70.3,78.11111111,0.9,barred sand bass,2012,NA,NA,NA,10,muscle,NA,256,320,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z2-KB-1,37.9,39.07216495,0.97,kelp bass,2012,NA,NA,NA,10,muscle,NA,247,305,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z2-VR-1,52,40,1.3,vermilion rockfish,2012,NA,NA,NA,10,muscle,NA,223,276,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z2-WC.SS-1,932.9,358.8076923,2.6,white croaker,2012,NA,NA,NA,10,muscle,NA,176,210,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z3-BP-1,47.6,51.1827957,0.93,black perch,2012,NA,NA,NA,10,muscle,NA,183,221,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z3-BSB-1,64.9,59,1.1,barred sand bass,2012,NA,NA,NA,10,muscle,NA,246,320,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z3-KB-1,38.1,38.1,1,kelp bass,2012,NA,NA,NA,10,muscle,NA,245,318,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z3-VR-1,60.6,40.4,1.5,vermilion rockfish,2012,NA,NA,NA,10,muscle,NA,211,279,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Seafood-Z3-WC.SS-1,1346.9,561.2083333,2.4,white croaker,2012,NA,NA,NA,10,muscle,NA,174,209,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2012Trends-Z1-HT-2,5074.1,4228.416667,1.2,hornyhead turbot,2012,NA,NA,NA,10,muscle,NA,150,186,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2012Trends-Z1-WC-1,2406.8,925.6923077,2.6,white croaker,2012,NA,NA,NA,10,muscle,NA,172,191,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2012Trends-Z2-HT-2,934,934,1,hornyhead turbot,2012,NA,NA,NA,10,muscle,NA,157,197,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2012Trends-Z2-WC-1,1360.1,388.6,3.5,white croaker,2012,NA,NA,NA,10,muscle,NA,176,210,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2012Trends-Z3-HT-2,105,111.7021277,0.94,hornyhead turbot,2012,NA,NA,NA,10,muscle,NA,151,188,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2012Trends-Z3-WC-1,2745.8,560.3673469,4.9,white croaker,2012,NA,NA,NA,10,muscle,NA,174,209,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2013Trends-Z1-HT-1,4895.7,4450.636364,1.1,hornyhead turbot,2013,NA,NA,NA,10,muscle,NA,153,177,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2013Trends-Z1-WC-1,2076.3,451.3695652,4.6,white croaker,2013,NA,NA,NA,10,muscle,NA,175,209,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2013Trends-Z2-HT-1,874.6,795.0909091,1.1,hornyhead turbot,2013,NA,NA,NA,10,muscle,NA,151,196,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2013Trends-Z2-WC-1,799.4,307.4615385,2.6,white croaker,2013,NA,NA,NA,10,muscle,NA,180,210,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2013Trends-Z3-HT-2,335.6,372.8888889,0.9,hornyhead turbot,2013,NA,NA,NA,10,muscle,NA,152,199,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2013Trends-Z3-WC-1,1475.1,368.775,4,white croaker,2013,NA,NA,NA,10,muscle,NA,185,218,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2014Seafood-Z1-BP-1,273,248.1818182,1.1,black perch,2014,NA,NA,NA,10,muscle,NA,181,225,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2014Seafood-Z1-KB-1,64.8,84.15584416,0.77,kelp bass,2014,NA,NA,NA,10,muscle,NA,288,325,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2014Seafood-Z1-VR-1,95.5,97.44897959,0.98,vermilion rockfish,2014,NA,NA,NA,10,muscle,NA,222,278,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
